0.100000,0.670603,0.036504,0.365038,3.650381,36.503808,
0.050000,0.689138,0.017969,0.359372,7.187431,143.748624,
0.025000,0.698195,0.008912,0.356481,14.259247,570.369861,
0.012500,0.702669,0.004438,0.355022,28.401753,2272.140254,


0.100000,0.705929,0.001178,0.011779,0.117792,1.177922,
0.050000,0.706812,0.000295,0.005892,0.117836,2.356728,
0.025000,0.707033,0.000074,0.002946,0.117847,4.713898,
0.012500,0.707088,0.000018,0.001473,0.117850,9.428017,


